"","valorTotal","cnpj","xLgr","timestamp","infCpl","vToTrib","date","week_day"
"191","142.78","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T14:01:56.000Z","Mesa 92","9.82",2016-01-06,"Wednesday"
"192","66.74","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T14:02:42.000Z","Mesa 97","4.46",2016-01-06,"Wednesday"
"193","40.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T14:08:49.000Z","Mesa 29","4.16",2016-01-06,"Wednesday"
"194","29.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T14:54:29.000Z","Mesa 89","3.18",2016-01-06,"Wednesday"
"195","58.92","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T19:24:44.000Z","Mesa 9","4.15",2016-01-06,"Wednesday"
"196","39.98","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T19:26:19.000Z","Mesa 4","5.85",2016-01-06,"Wednesday"
"197","28.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T19:59:20.000Z","Mesa 22","1.19",2016-01-06,"Wednesday"
"198","33.72","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:01:44.000Z","Mesa 17","3.33",2016-01-06,"Wednesday"
"199","90.42","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:02:52.000Z","Mesa 16","9.11",2016-01-06,"Wednesday"
"200","81.74","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:08:31.000Z","Mesa 2","5.28",2016-01-06,"Wednesday"
"201","32.42","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:08:50.000Z","Mesa 1","1.37",2016-01-06,"Wednesday"
"202","43.07","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:11:55.000Z","Mesa 24","1.81",2016-01-06,"Wednesday"
"203","61.13","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:29:21.000Z","Mesa 11","5.56",2016-01-06,"Wednesday"
"204","134.33","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:35:40.000Z","Mesa 13","11.3",2016-01-06,"Wednesday"
"205","72.9","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:36:01.000Z","Mesa 28","5.25",2016-01-06,"Wednesday"
"206","123.97","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:36:30.000Z","Mesa 21","16.84",2016-01-06,"Wednesday"
"207","133.11","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:40:21.000Z","Mesa 23","11.97",2016-01-06,"Wednesday"
"208","103.13","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:52:30.000Z","Mesa 35","8.9",2016-01-06,"Wednesday"
"209","22.63","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:55:00.000Z","Mesa 47","0.95",2016-01-06,"Wednesday"
"210","34.43","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:55:12.000Z","Mesa 46","1.45",2016-01-06,"Wednesday"
"211","85.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T20:56:05.000Z","Mesa 33","5.73",2016-01-06,"Wednesday"
"212","36.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:04:08.000Z","Mesa 38","6.97",2016-01-06,"Wednesday"
"213","54.56","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:04:17.000Z","Mesa 36","4.84",2016-01-06,"Wednesday"
"214","100.26","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:14:12.000Z","Mesa 53","8.25",2016-01-06,"Wednesday"
"215","57.0","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:21:10.000Z","Mesa 57","4.08",2016-01-06,"Wednesday"
"216","75.61","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:23:06.000Z","Mesa 58","5.35",2016-01-06,"Wednesday"
"217","85.24","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:25:29.000Z","Mesa 26","14.46",2016-01-06,"Wednesday"
"218","94.51","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:28:21.000Z","Mesa 60","8.06",2016-01-06,"Wednesday"
"219","349.47","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:29:52.000Z","Mesa 40","30.03",2016-01-06,"Wednesday"
"220","86.49","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:35:12.000Z","Mesa 56","5.24",2016-01-06,"Wednesday"
"221","108.28","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:38:09.000Z","Mesa 42","6.63",2016-01-06,"Wednesday"
"222","61.89","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:39:01.000Z","Mesa 44","13.29",2016-01-06,"Wednesday"
"223","76.18","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:40:09.000Z","Mesa 51","5.36",2016-01-06,"Wednesday"
"224","33.93","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:46:20.000Z","Mesa 67","4.83",2016-01-06,"Wednesday"
"225","216.02","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:47:26.000Z","Mesa 8","29.89",2016-01-06,"Wednesday"
"226","76.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:48:53.000Z","Mesa 19","8.21",2016-01-06,"Wednesday"
"227","108.77","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T21:49:59.000Z","Mesa 18","8.55",2016-01-06,"Wednesday"
"228","56.71","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T22:04:04.000Z","Mesa 68","4.66",2016-01-06,"Wednesday"
"229","111.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T22:23:31.000Z","Mesa 69","12.78",2016-01-06,"Wednesday"
"230","91.99","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T22:24:15.000Z","Mesa 70","6.46",2016-01-06,"Wednesday"
"231","153.18","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T22:31:51.000Z","Mesa 72","15.7",2016-01-06,"Wednesday"
"232","55.61","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T22:33:07.000Z","Mesa 7","4.61",2016-01-06,"Wednesday"
"233","96.62","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T22:44:34.000Z","Mesa 77","8.41",2016-01-06,"Wednesday"
"234","98.0","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T22:50:20.000Z","Mesa 82","8.81",2016-01-06,"Wednesday"
"235","52.91","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T22:51:12.000Z","Mesa 63","7.75",2016-01-06,"Wednesday"
"236","28.58","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T22:51:55.000Z","Mesa 64","3.97",2016-01-06,"Wednesday"
"237","35.72","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T22:52:37.000Z","Mesa 66","1.5",2016-01-06,"Wednesday"
"238","113.7","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T22:55:03.000Z","Mesa 80","24.25",2016-01-06,"Wednesday"
"239","79.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T23:03:13.000Z","Mesa 61","6.92",2016-01-06,"Wednesday"
"240","60.46","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T23:10:34.000Z","Mesa 84","11.17",2016-01-06,"Wednesday"
"241","33.19","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T23:11:13.000Z","Mesa 85","1.39",2016-01-06,"Wednesday"
"242","12.75","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T23:12:48.000Z","Mesa 83","0.54",2016-01-06,"Wednesday"
"243","121.43","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T23:13:37.000Z","Mesa 5","12.46",2016-01-06,"Wednesday"
"244","36.0","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T23:13:47.000Z","Mesa 10","4.07",2016-01-06,"Wednesday"
"245","59.06","01.234.567/0001-89","650 Castro St. unit 210","2016-01-06T23:13:55.000Z","Mesa 3","16.98",2016-01-06,"Wednesday"
"246","24.9","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:07:43.000Z","Mesa 4","2.53",2016-01-07,"Thursday"
"247","84.77","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:14:57.000Z","Mesa 3","3.56",2016-01-07,"Thursday"
"248","78.31","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:15:06.000Z","Mesa 1","7.53",2016-01-07,"Thursday"
"249","57.93","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:16:22.000Z","Mesa 9","5.83",2016-01-07,"Thursday"
"250","64.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:20:15.000Z","Mesa 8","6.1",2016-01-07,"Thursday"
"251","123.96","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:26:17.000Z","Mesa 11","11.17",2016-01-07,"Thursday"
"252","49.94","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:27:57.000Z","Mesa 5","2.1",2016-01-07,"Thursday"
"253","30.87","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:32:26.000Z","Mesa 36","1.3",2016-01-07,"Thursday"
"254","86.57","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:32:57.000Z","Mesa 13","8.98",2016-01-07,"Thursday"
"255","31.8","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:34:52.000Z","Mesa 6","3.25",2016-01-07,"Thursday"
"256","52.79","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:44:34.000Z","Mesa 26","4.13",2016-01-07,"Thursday"
"257","28.26","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:45:10.000Z","Mesa 22","1.19",2016-01-07,"Thursday"
"258","44.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:45:21.000Z","Mesa 25","3.77",2016-01-07,"Thursday"
"259","57.27","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:46:58.000Z","Mesa 41","3.89",2016-01-07,"Thursday"
"260","37.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:47:46.000Z","Mesa 16","3.47",2016-01-07,"Thursday"
"261","33.44","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:48:31.000Z","Mesa 17","1.41",2016-01-07,"Thursday"
"262","33.75","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:49:26.000Z","Mesa 18","1.42",2016-01-07,"Thursday"
"263","53.36","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:51:39.000Z","Mesa 43","2.24",2016-01-07,"Thursday"
"264","43.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:52:48.000Z","Mesa 15","1.83",2016-01-07,"Thursday"
"265","19.45","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:52:59.000Z","Mesa 14","0.82",2016-01-07,"Thursday"
"266","94.49","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:55:04.000Z","Mesa 40","5.33",2016-01-07,"Thursday"
"267","32.35","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:55:15.000Z","Mesa 19","3.27",2016-01-07,"Thursday"
"268","27.27","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:55:27.000Z","Mesa 21","3.06",2016-01-07,"Thursday"
"269","59.26","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:56:40.000Z","Mesa 51","2.49",2016-01-07,"Thursday"
"270","20.99","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:58:25.000Z","Mesa 29","0.88",2016-01-07,"Thursday"
"271","27.44","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T12:59:02.000Z","Mesa 35","1.15",2016-01-07,"Thursday"
"272","30.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:00:29.000Z","Mesa 30","3.18",2016-01-07,"Thursday"
"273","30.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:00:44.000Z","Mesa 33","1.27",2016-01-07,"Thursday"
"274","35.26","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:00:51.000Z","Mesa 27","1.48",2016-01-07,"Thursday"
"275","22.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:03:53.000Z","Mesa 38","2.41",2016-01-07,"Thursday"
"276","23.53","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:04:06.000Z","Mesa 37","2.47",2016-01-07,"Thursday"
"277","27.0","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:09:38.000Z","Mesa 70","3.05",2016-01-07,"Thursday"
"278","37.38","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:10:35.000Z","Mesa 67","3.05",2016-01-07,"Thursday"
"279","31.35","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:11:13.000Z","Mesa 68","2.8",2016-01-07,"Thursday"
"280","39.03","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:11:41.000Z","Mesa 64","3.12",2016-01-07,"Thursday"
"281","30.25","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:12:27.000Z","Mesa 61","2.75",2016-01-07,"Thursday"
"282","30.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:14:00.000Z","Mesa 81","2.76",2016-01-07,"Thursday"
"283","43.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:14:42.000Z","Mesa 78","3.3",2016-01-07,"Thursday"
"284","48.12","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:15:49.000Z","Mesa 60","3.93",2016-01-07,"Thursday"
"285","32.9","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:16:28.000Z","Mesa 42","3.29",2016-01-07,"Thursday"
"286","26.72","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:17:00.000Z","Mesa 28","3.03",2016-01-07,"Thursday"
"287","58.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:20:38.000Z","Mesa 80","4.38",2016-01-07,"Thursday"
"288","30.87","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:20:59.000Z","Mesa 56","1.3",2016-01-07,"Thursday"
"289","31.14","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:21:07.000Z","Mesa 44","1.31",2016-01-07,"Thursday"
"290","35.26","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:21:15.000Z","Mesa 55","1.48",2016-01-07,"Thursday"
"291","20.0","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:21:23.000Z","Mesa 47","2.75",2016-01-07,"Thursday"
"292","26.58","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:21:31.000Z","Mesa 46","3.03",2016-01-07,"Thursday"
"293","25.93","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:21:48.000Z","Mesa 63","1.09",2016-01-07,"Thursday"
"294","41.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:21:56.000Z","Mesa 66","3.65",2016-01-07,"Thursday"
"295","35.91","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:26:24.000Z","Mesa 24","3.42",2016-01-07,"Thursday"
"296","68.04","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:27:55.000Z","Mesa 69","8.97",2016-01-07,"Thursday"
"297","63.87","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:28:38.000Z","Mesa 84","6.5",2016-01-07,"Thursday"
"298","38.89","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:29:23.000Z","Mesa 23","3.12",2016-01-07,"Thursday"
"299","18.11","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:31:53.000Z","Mesa 92","0.76",2016-01-07,"Thursday"
"300","56.9","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:32:39.000Z","Mesa 90","4.3",2016-01-07,"Thursday"
"301","77.35","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:34:10.000Z","Mesa 88","6.02",2016-01-07,"Thursday"
"302","40.03","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:34:37.000Z","Mesa 71","3.59",2016-01-07,"Thursday"
"303","30.94","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:35:44.000Z","Mesa 73","2.78",2016-01-07,"Thursday"
"304","35.85","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:36:24.000Z","Mesa 72","4.9",2016-01-07,"Thursday"
"305","13.14","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:39:39.000Z","Mesa 59","0.55",2016-01-07,"Thursday"
"306","28.09","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:42:08.000Z","Mesa 83","3.09",2016-01-07,"Thursday"
"307","41.81","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:42:28.000Z","Mesa 82","1.76",2016-01-07,"Thursday"
"308","36.78","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:42:46.000Z","Mesa 57","4.81",2016-01-07,"Thursday"
"309","31.11","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:42:55.000Z","Mesa 58","3.22",2016-01-07,"Thursday"
"310","50.2","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:49:33.000Z","Mesa 77","2.11",2016-01-07,"Thursday"
"311","34.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:50:07.000Z","Mesa 76","1.46",2016-01-07,"Thursday"
"312","51.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:52:14.000Z","Mesa 93","2.17",2016-01-07,"Thursday"
"313","22.98","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:53:18.000Z","Mesa 96","2.45",2016-01-07,"Thursday"
"314","43.69","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T13:54:06.000Z","Mesa 95","3.32",2016-01-07,"Thursday"
"315","29.32","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T14:00:20.000Z","Mesa 97","4.72",2016-01-07,"Thursday"
"316","59.85","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T14:06:41.000Z","Mesa 89","5.91",2016-01-07,"Thursday"
"317","33.85","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T14:06:50.000Z","Mesa 87","1.42",2016-01-07,"Thursday"
"318","21.12","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T14:07:10.000Z","Mesa 91","0.89",2016-01-07,"Thursday"
"319","38.93","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T14:07:19.000Z","Mesa 94","3.55",2016-01-07,"Thursday"
"320","104.03","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T14:07:35.000Z","Mesa 86","7.14",2016-01-07,"Thursday"
"321","33.13","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T14:14:01.000Z","Mesa 99","2.87",2016-01-07,"Thursday"
"322","29.63","01.234.567/0001-89","650 Castro St. unit 210","2016-01-07T14:14:38.000Z","Mesa 98","1.24",2016-01-07,"Thursday"
"323","33.44","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:03:20.000Z","Mesa 2","1.41",2016-01-08,"Friday"
"324","38.11","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:04:23.000Z","Mesa 1","3.51",2016-01-08,"Friday"
"325","29.6","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:13:35.000Z","Mesa 3","3.15",2016-01-08,"Friday"
"326","29.6","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:14:39.000Z","Mesa 4","1.24",2016-01-08,"Friday"
"327","19.07","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:18:10.000Z","Mesa 5","0.8",2016-01-08,"Friday"
"328","36.62","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:18:20.000Z","Mesa 6","1.54",2016-01-08,"Friday"
"329","31.94","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:22:35.000Z","Mesa 35","3.25",2016-01-08,"Friday"
"330","24.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:24:51.000Z","Mesa 7","1.03",2016-01-08,"Friday"
"331","36.83","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:25:29.000Z","Mesa 8","3.03",2016-01-08,"Friday"
"332","58.64","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:30:12.000Z","Mesa 22","3.95",2016-01-08,"Friday"
"333","41.13","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:34:45.000Z","Mesa 33","1.73",2016-01-08,"Friday"
"334","170.37","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:37:54.000Z","Mesa 25","12.46",2016-01-08,"Friday"
"335","41.12","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:44:29.000Z","Mesa 36","7.25",2016-01-08,"Friday"
"336","39.34","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:47:34.000Z","Mesa 41","3.56",2016-01-08,"Friday"
"337","52.92","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:49:33.000Z","Mesa 30","2.22",2016-01-08,"Friday"
"338","41.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:49:42.000Z","Mesa 27","1.73",2016-01-08,"Friday"
"339","26.04","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:49:58.000Z","Mesa 28","3.0",2016-01-08,"Friday"
"340","124.03","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:50:38.000Z","Mesa 29","7.12",2016-01-08,"Friday"
"341","43.36","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:51:39.000Z","Mesa 11","4.84",2016-01-08,"Friday"
"342","36.08","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:55:16.000Z","Mesa 42","1.52",2016-01-08,"Friday"
"343","57.04","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:55:48.000Z","Mesa 43","4.31",2016-01-08,"Friday"
"344","29.47","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:56:09.000Z","Mesa 14","3.15",2016-01-08,"Friday"
"345","31.11","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:56:17.000Z","Mesa 16","3.22",2016-01-08,"Friday"
"346","40.27","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:56:28.000Z","Mesa 13","4.74",2016-01-08,"Friday"
"347","38.24","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:56:38.000Z","Mesa 18","3.52",2016-01-08,"Friday"
"348","41.98","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:56:56.000Z","Mesa 15","4.08",2016-01-08,"Friday"
"349","45.24","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:57:18.000Z","Mesa 26","3.81",2016-01-08,"Friday"
"350","39.92","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:57:28.000Z","Mesa 37","1.68",2016-01-08,"Friday"
"351","41.13","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:57:53.000Z","Mesa 17","3.64",2016-01-08,"Friday"
"352","27.95","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:58:16.000Z","Mesa 10","3.09",2016-01-08,"Friday"
"353","57.04","01.234.567/0001-89","650 Castro St. unit 210","2016-01-08T12:58:37.000Z","Mesa 9","4.31",2016-01-08,"Friday"
